Disease Name,Category,Symptoms,Severity,Causes
COVID-19,Virus,"body aches, fever, loss of taste, loss of smell, cough, nausea, fatigue",Low,SARS-CoV-2 virus; respiratory droplets; surface contamination; asymptomatic transmission
Benign Prostatic Hyperplasia,Disease,"nocturia, frequent urination, incomplete emptying, weak urine stream, urgency",Medium,aging; hormonal changes; family history; obesity; sedentary lifestyle
Renal Disorders,Disease,"electrolyte imbalances, fatigue, hypertension, proteinuria, hematuria, edema, uremia",High,diabetes; hypertension; glomerulonephritis; polycystic disease; infections
Norovirus,Virus,"fever, diarrhea, nausea, stomach pain, body aches, vomiting, fatigue",Medium,Norovirus; contaminated food/water; close contact; fecal-oral route
Medication-Induced Movement Disorders,Disorder,"rigidity, restless legs, tremor, tardive dyskinesia, bradykinesia",Medium,antipsychotics; anti-nausea drugs; antidepressants; long-term use
Dermatological Disorders,Disease,"itching, skin abnormalities, hair/nail problems, rashes",Medium,immune disorders; genetic factors; infections; environmental exposures
Carbon Monoxide Poisoning,Disease,"dizziness, nausea, headache, loss of consciousness",High,inhalation of carbon monoxide; faulty heating systems; car exhaust; generator fumes
Taeniasis,Parasite,"seizures, headache, vision changes, weight loss, abdominal pain, nausea, cysticercosis",Medium,Taenia species; undercooked pork/beef; contaminated water; poor sanitation
Inborn Errors of Metabolism,Disease,"metabolic crises, developmental delay, seizures, failure to thrive, organ dysfunction",Medium,enzyme deficiencies; genetic mutations; metabolic pathway defects
Gonorrhea,Bacteria,"pelvic pain, painful urination, discharge, nausea, fever",Medium,Neisseria gonorrhoeae; sexual transmission; asymptomatic carriers
Surgical Site Infection,Disease,"abscess formation, redness, warmth, pain, fever, swelling",Medium,skin flora contamination; poor surgical technique; immune suppression; diabetes
Vasculitis,Disease,"weight loss, organ damage, fever, fatigue, rash",Medium,autoimmune response; infection; medication; malignancy; genetic factors
Anemia,Disease,"weakness, pale skin, fatigue, shortness of breath",Medium,iron deficiency; vitamin deficiency; chronic disease; blood loss; bone marrow problems
Sjögren's Syndrome,Disease,"cognitive difficulties, dry mouth, vaginal dryness, fatigue, dry eyes, joint pain",Medium,autoimmune response; genetic factors; hormonal factors; viral infection
Irregular Sleep-Wake Rhythm Disorder,Disorder,"insomnia, multiple naps, irregular sleep timing, mood disturbances, daytime sleepiness, cognitive impairment",Medium,neurological conditions; dementia; developmental disabilities; institutionalization
Adjustment Disorders,Disorder,"emotional distress, behavioral changes, functional impairment, withdrawal",Medium,stressful life events; major life changes; trauma; loss
Amyotrophic Lateral Sclerosis,Disease,"emotional changes, difficulty speaking, muscle weakness, difficulty swallowing",High,unknown; genetic factors; environmental factors; military service
Sleep-Related Bruxism,Disorder,"headache, jaw pain, tooth grinding, jaw clenching, tooth damage, sleep disturbance, during sleep",Low,stress; anxiety; sleep disorders; medications; genetic factors
Necatoriasis,Parasite,"abdominal pain, pica, fatigue, diarrhea",Medium,Necator americanus; skin penetration; contaminated soil; barefoot walking
Strongyloidiasis,Parasite,"diarrhea, hyperinfection syndrome, abdominal pain, eosinophilia, rash, weight loss",High,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Retinitis Pigmentosa,Disease,"photophobia, night blindness, arteriolar narrowing, tunnel vision",Medium,genetic mutations; retinal pigment epithelium degeneration; various inheritance patterns
Breathing-Related Sleep Disorders,Disorder,"morning headaches, daytime sleepiness, breathing pauses, snoring",High,obesity; anatomical abnormalities; neuromuscular disorders; congestive heart failure
Asthma,Disease,"fatigue, coughing, difficulty sleeping, shortness of breath, anxiety, wheezing",High,genetic predisposition; environmental allergens; air pollution; respiratory infections; stress
Ancylostomiasis,Parasite,"anemia, diarrhea, pica, fatigue, abdominal pain",Medium,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Ehlers-Danlos Syndrome,Disease,"joint hypermobility, skin hyperelasticity, organ prolapse, easy bruising",Medium,genetic mutations; collagen defects; various inheritance patterns
Acute Myocardial Infarction,Disease,"lightheadedness, nausea, shortness of breath, chest pain, sweating, anxiety, pain radiating to arm/jaw",High,coronary artery blockage; atherosclerosis; blood clot; coronary spasm
Loiasis,Parasite,"itching, ocular involvement, subcutaneous swellings, joint pain, fever, eosinophilia, fatigue",Medium,Loa loa; tabanid fly bites; day-biting flies; endemic areas
Paraphilic Disorders,Disorder,"atypical sexual interests, impairment in functioning, legal problems, intense sexual urges, distress, harm to others",Medium,developmental factors; conditioning; neurological factors; psychological factors
Otolaryngological Disorders,Disease,"balance issues, ear pain, nasal symptoms, hearing problems, vertigo",Low,infections; trauma; congenital abnormalities; aging processes
Shift Work Sleep Disorder,Disorder,"insomnia, gastrointestinal problems, excessive sleepiness, fatigue, mood disturbances",Medium,shift work; circadian rhythm disruption; inadequate sleep opportunity
Stroke,Disease,"sudden numbness, confusion, vision problems, trouble speaking",High,ischemic stroke; hemorrhagic stroke; atherosclerosis; hypertension; atrial fibrillation
Other Specified Sleep-Wake Disorder,Disorder,"daytime impairment, not fitting other categories, context-specific, sleep disturbance, specific presentation, sleep-wake disturbance",Medium,various; medical conditions; medications; environmental factors
Other Specified Insomnia Disorder,Disorder,"not meeting full criteria, context-specific, sleep disturbance, specific circumstances, insomnia symptoms",Medium,stress; medical conditions; medications; environmental factors
Hematopoietic Disorders,Disease,"thrombosis, cytopenias, anemia, bleeding disorders",Low,bone marrow dysfunction; genetic mutations; acquired disorders; nutritional deficiencies
Sleep-Related Breathing Disorders,Disorder,"snoring, irritability, daytime sleepiness, apneas",High,obesity; anatomical abnormalities; neuromuscular disorders; aging
Dirofilariasis,Parasite,"fever, hemoptysis, cough, pulmonary nodules, pleural effusion, chest pain, eosinophilia",Low,Dirofilaria species; mosquito transmission; canine reservoir; zoonotic infection
Frostbite,Disease,"hard or waxy skin, gangrene, numbness, white or grayish skin",High,extreme cold exposure; wind chill; inadequate clothing; poor circulation
Gestational Diabetes,Disease,"nausea, increased thirst, fatigue, frequent urination, slow-healing sores, blurred vision",Medium,hormonal changes of pregnancy; insulin resistance; obesity; family history
Epilepsy,Disease,"loss of consciousness, muscle pain, seizures, convulsions, headache",Medium,genetic factors; brain injury; infection; stroke; brain tumors
Ancylostomiasis,Parasite,"anemia, abdominal pain, edema, fatigue, pica, diarrhea, protein deficiency",Medium,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Lead Poisoning,Disease,"nervousness, abdominal pain, fatigue, headache",Low,lead exposure; old paint; contaminated water; industrial exposure; lead-based products
Hypertension,Disease,"dizziness, chest pain, fatigue, headache, blurred vision, shortness of breath",Low,genetic factors; obesity; high salt intake; stress; kidney disease; hormonal disorders
Complex Post-Traumatic Stress Disorder,Disorder,"negative self-concept, PTSD symptoms, emotional dysregulation, somatic symptoms",High,prolonged trauma; repeated abuse; captivity; organizational abuse
Strep Throat,Bacteria,"difficulty swallowing, rash, swollen lymph nodes, red throat, sore throat, fever",Medium,Streptococcus pyogenes; droplet transmission; direct contact
Tinnitus,Disease,"hissing sounds, ringing in ears, buzzing sounds, anxiety",Medium,age-related hearing loss; ear wax buildup; ear infections; loud noise exposure; medications
Hymenolepiasis,Parasite,"diarrhea, dizziness, abdominal pain, anorexia",Low,Hymenolepis nana; fecal-oral transmission; contaminated food/water; poor hygiene
Adolescent Disorders,Disease,"risk-taking behaviors, pubertal abnormalities, mood disturbances, behavioral changes",Medium,hormonal changes; psychological factors; peer pressure; family dynamics
Grief Reactions,Disorder,"depression, anger, guilt, yearning, emotional pain, anxiety, sadness",Low,loss of loved one; significant life changes; traumatic events
Otolaryngological Disorders,Disease,"balance issues, ear pain, nasal symptoms, hearing problems",Medium,infections; trauma; congenital abnormalities; aging processes
Reye's Syndrome,Disease,"coma, confusion, seizures, vomiting",High,aspirin use in viral infection; varicella virus; influenza virus; metabolic disorder
Elimination Disorders,Disorder,"encopresis, embarrassment, enuresis, inappropriate elimination",Low,developmental factors; stress; medical conditions; toilet training issues
Vitiligo,Disease,"increased sun sensitivity, white patches on skin, premature graying of hair",Low,autoimmune response; genetic factors; oxidative stress; neural factors
Macular Degeneration,Disease,"dark spots, difficulty reading, distorted vision, facial recognition problems, blurred central vision",High,aging; genetic factors; smoking; obesity; cardiovascular disease
Sinusitis,Disease,"fatigue, thick nasal discharge, nasal congestion, fever, headache, facial pain",Low,viral infection; bacterial infection; allergic reaction; anatomical abnormalities
Personality Disorders,Disorder,"rigid personality traits, interpersonal difficulties, relationship instability, maladaptive coping",Medium,childhood experiences; genetic factors; environmental influences; attachment issues
Tinnitus,Disease,"concentration problems, hissing sounds, hearing loss, sleep disturbance, ringing in ears, anxiety, buzzing sounds",Low,age-related hearing loss; ear wax buildup; ear infections; loud noise exposure; medications
Myiasis,Parasite,"itching, discharge, pain, secondary infection, swelling",Low,fly larvae; skin penetration; wound contamination; poor hygiene
Acoustic Neuroma,Disease,"difficulty swallowing, headache, tinnitus, balance problems, facial numbness, hoarseness, hearing loss",Low,vestibular schwannoma; NF2 gene mutation; radiation exposure; unknown causes
Sleep-Related Breathing Disorders,Disorder,"cognitive impairment, apneas, irritability, daytime sleepiness, snoring, morning headaches",High,obesity; anatomical abnormalities; neuromuscular disorders; aging
Interstitial Cystitis,Disease,"urgency, bladder pain, frequent urination, pelvic pain",Medium,bladder wall inflammation; unknown etiology; autoimmune factors; neurological factors
Syphilis,Bacteria,"joint pain, fatigue, hair loss, chancre sore, swollen lymph nodes, rash",Medium,Treponema pallidum; sexual contact; congenital transmission
Vitamin B12 Deficiency,Disease,"difficulty walking, fatigue, tingling in hands/feet, depression, pale skin, memory problems, weakness",Low,inadequate dietary intake; pernicious anemia; malabsorption; vegan diet; aging
Alcohol Poisoning,Disease,"confusion, hypothermia, vomiting, seizures, irregular heartbeat, slow breathing",High,excessive alcohol consumption; binge drinking; alcohol intolerance; mixing substances
Iatrogenic Disorders,Disease,"nosocomial infections, drug interactions, device-related problems, surgical complications, treatment complications, adverse reactions",Medium,medical interventions; drug side effects; procedural complications; hospital-acquired conditions
Sarcopenia,Disease,"metabolic changes, difficulty walking, muscle weakness, reduced mobility, reduced muscle mass",Medium,aging; sedentary lifestyle; poor nutrition; chronic diseases; hormonal changes
Obstetrical Disorders,Disease,"hypertension, maternal symptoms, pregnancy complications, diabetes, fetal abnormalities",Medium,maternal factors; fetal factors; placental abnormalities; environmental factors
Peripheral Artery Disease,Disease,"weakness, leg pain, skin discoloration, numbness",Medium,atherosclerosis; smoking; diabetes; hypertension; high cholesterol
Sleep-Related Rhythmic Movement Disorder,Disorder,"rhythmic movements, body rocking, head banging, sleep disturbance",Low,developmental; stress; anxiety; neurological conditions
Diphyllobothriasis,Parasite,"fatigue, abdominal pain, vitamin B12 deficiency, diarrhea",Low,Diphyllobothrium latum; undercooked fish; contaminated water; poor sanitation
Cushing's Disease,Disease,"weight gain, buffalo hump, easy bruising, moon face",Medium,pituitary adenoma; ACTH overproduction; corticotroph hyperplasia
Heart Failure,Disease,"persistent cough, swelling, shortness of breath, fatigue, rapid heartbeat",High,coronary artery disease; hypertension; cardiomyopathy; valve disease; arrhythmia
Obsessive-Compulsive Disorder,Disorder,"compulsive behaviors, interference with daily life, anxiety, obsessive thoughts, distress",Medium,genetic factors; brain chemistry; learned behavior; stress; trauma
Ancylostomiasis,Parasite,"diarrhea, abdominal pain, protein deficiency, fatigue",Low,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Osteoporosis,Disease,"loss of height, back pain, hip pain, stooped posture, neck pain",Low,aging; hormonal changes; calcium deficiency; vitamin D deficiency; sedentary lifestyle
Trichinellosis,Parasite,"diarrhea, muscle pain, fever, edema, myocarditis, nausea",Low,Trichinella species; undercooked pork; wild game meat; zoonotic transmission
Anxiety Disorder,Disorder,"excessive worry, trembling, restlessness, rapid heartbeat",Medium,genetic factors; brain chemistry; stress; trauma; caffeine; medical conditions
Echinococcosis,Parasite,"nausea, vomiting, allergic reactions, liver enlargement, abdominal pain, cyst rupture, organ dysfunction",Medium,Echinococcus species; contact with infected dogs; contaminated food; zoonotic transmission
Ebola,Virus,"unexplained bleeding, vomiting, muscle pain, severe headache, diarrhea, fatigue, fever, rash",High,Ebolavirus; contact with infected fluids; animal transmission; nosocomial spread
Respiratory Disorders,Disease,"shortness of breath, cough, wheezing, breathing difficulties, sputum production, chest pain, hypoxia",Medium,infections; allergies; obstruction; genetic factors; environmental exposures
Pediatric Disorders,Disease,"growth retardation, developmental delays, behavioral problems, recurrent infections",Medium,genetic factors; congenital abnormalities; infections; nutritional deficiencies
Paraphilic Disorders,Disorder,"impairment in functioning, intense sexual urges, atypical sexual interests, distress",Low,developmental factors; conditioning; neurological factors; psychological factors
Relational Problems,Disorder,"conflict, relationship difficulties, communication problems, intimacy difficulties",Low,childhood experiences; attachment styles; communication patterns; stress
Croup,Virus,"barking cough, hoarse voice, fever, stridor, difficulty breathing, restlessness",Medium,parainfluenza virus; respiratory syncytial virus; influenza virus
Insomnia,Disorder,"difficulty concentrating, difficulty falling asleep, early morning awakening, difficulty staying asleep",Low,stress; anxiety; depression; caffeine; irregular schedule; medical conditions
Trauma-Related Disorders,Disorder,"avoidance, intrusive memories, dissociation, hyperarousal, concentration problems",High,trauma exposure; abuse; violence; accidents; natural disasters
Sleep-Related Bruxism,Disorder,"headache, tooth damage, sleep disturbance, during sleep, jaw pain, tooth grinding, jaw clenching",Low,stress; anxiety; sleep disorders; medications; genetic factors
Cholera,Bacteria,"vomiting, dehydration, dry mouth, severe diarrhea, muscle cramps, low blood pressure, rapid heartbeat",High,Vibrio cholerae; contaminated water; poor sanitation; raw shellfish
Mumps,Virus,"swollen salivary glands, testicle pain, headache, loss of appetite, muscle pain, fever",Medium,Mumps virus; respiratory droplets; close contact
Benign Prostatic Hyperplasia,Disease,"weak urine stream, nocturia, frequent urination, incomplete emptying",Low,aging; hormonal changes; family history; obesity; sedentary lifestyle
Single Gene Disorders,Disease,"organ-specific manifestations, developmental abnormalities, neurological symptoms, variable symptoms",Low,single gene mutations; autosomal dominant/recessive; X-linked inheritance
Pulmonary Embolism,Disease,"cough, chest pain, rapid heartbeat, sudden shortness of breath",High,deep vein thrombosis; blood clot in lungs; immobility; surgery; cancer
Lysosomal Storage Diseases,Disease,"developmental delay, skeletal abnormalities, organomegaly, neurological deterioration",Medium,lysosomal enzyme deficiencies; genetic mutations; autosomal recessive inheritance
Unspecified Sleep-Wake Disorder,Disorder,"insufficient information, sleep disturbance, daytime impairment, diagnostic uncertainty, sleep-wake disturbance",Low,unknown; multiple possible factors; awaiting further evaluation
Fascioliasis,Parasite,"abdominal pain, fatigue, liver enlargement, fever",Low,Fasciola hepatica; contaminated watercress; raw vegetables; zoonotic transmission
Strongyloidiasis,Parasite,"rash, eosinophilia, hyperinfection syndrome, diarrhea, cough, abdominal pain, weight loss",Low,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Latex Allergy,Disease,"skin rash, itching, difficulty breathing, hives",Low,immune response to latex proteins; repeated exposure; cross-reactivity with foods; genetic predisposition
Autosomal Dominant Polycystic Kidney Disease,Disease,"flank pain, hypertension, cardiac valve problems, hematuria, liver cysts",Medium,genetic mutations; PKD1 or PKD2 gene defects; autosomal dominant inheritance
Ménière's Disease,Disease,"hearing loss, vertigo, tinnitus, ear fullness",Medium,endolymphatic hydrops; genetic factors; viral infection; autoimmune response
Obstetrical Disorders,Disease,"pregnancy complications, placental problems, fetal abnormalities, maternal symptoms",Low,maternal factors; fetal factors; placental abnormalities; environmental factors
Trichuriasis,Parasite,"rectal prolapse, abdominal pain, diarrhea, bloody stools, growth retardation, nutritional deficiency",Low,Trichuris trichiura; fecal-oral transmission; contaminated soil; poor sanitation
Angiostrongyliasis,Parasite,"dizziness, seizures, fever, headache",Medium,Angiostrongylus cantonensis; raw snails/slugs; contaminated vegetables; intermediate hosts
Endometriosis,Disease,"infertility, pelvic pain, bowel problems, painful periods, pain during intercourse",Medium,retrograde menstruation; immune system dysfunction; hormonal factors; genetic factors
Acoustic Neuroma,Disease,"tinnitus, hearing loss, headache, hoarseness, facial numbness, difficulty swallowing, balance problems",Low,vestibular schwannoma; NF2 gene mutation; radiation exposure; unknown causes
Delayed Sleep Phase Disorder,Disorder,"delayed wake time, difficulty functioning in morning, insomnia, delayed sleep onset, social impairment, daytime sleepiness",Medium,genetic factors; circadian rhythm abnormalities; environmental factors
Bacterial Endocarditis,Bacteria,"fatigue, fever, embolic events, weight loss",High,Streptococcus viridans; Staphylococcus aureus; heart valve abnormalities; intravenous drug use
Altitude Sickness,Disease,"loss of appetite, fatigue, nausea, shortness of breath, headache",Medium,rapid ascent to high altitude; low oxygen levels; dehydration; overexertion
Strongyloidiasis,Parasite,"diarrhea, eosinophilia, abdominal pain, rash, hyperinfection syndrome",Low,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Bacterial Endocarditis,Bacteria,"splinter hemorrhages, weight loss, heart murmur, petechiae, fatigue, fever, embolic events",High,Streptococcus viridans; Staphylococcus aureus; heart valve abnormalities; intravenous drug use
Thelaziasis,Parasite,"eye irritation, foreign body sensation, lacrimation, vision impairment, conjunctivitis",Low,Thelazia species; face fly transmission; ocular infection; animal reservoir
Musculoskeletal Disorders,Disease,"weakness, stiffness, pain, reduced mobility, functional impairment, inflammation",Medium,joint/cartilage problems; muscle disorders; bone diseases; genetic factors
Advanced Sleep Phase Disorder,Disorder,"morning insomnia, social impairment, evening sleepiness, early wake time, early sleep onset, difficulty staying awake in evening",Low,genetic factors; circadian rhythm abnormalities; aging
Parasomnias,Disorder,"REM sleep behavior disorder, night terrors, abnormal sleep behaviors, sleepwalking, sleep sex",Low,genetic factors; stress; medications; sleep deprivation; neurological conditions
Nightmare Disorder,Disorder,"mood disturbances, sleep avoidance, arousal from sleep, frequent nightmares, fatigue, daytime distress, distressing dreams",Medium,stress; trauma; medications; substance withdrawal; medical conditions
Dental Caries,Disease,"bad breath, visible holes in teeth, sensitivity to hot/cold, difficulty chewing, swelling, tooth pain",Medium,bacterial infection; sugar consumption; poor oral hygiene; dry mouth; acidic foods
Acute Pancreatitis,Disease,"rapid heartbeat, fever, severe abdominal pain, nausea, vomiting, jaundice, tenderness",High,gallstones; alcohol abuse; hypertriglyceridemia; medications; infection
Hyperthyroidism,Disease,"weight loss, heat intolerance, tremor, rapid heartbeat",Medium,Graves' disease; toxic adenoma; thyroiditis; excess iodine; medication
Periodic Limb Movement Disorder,Disorder,"limb movements during sleep, arousals, fatigue, sleep fragmentation",Medium,unknown; neurological conditions; medications; sleep disorders
Musculoskeletal Disorders,Disease,"stiffness, reduced mobility, functional impairment, pain, weakness",Low,joint/cartilage problems; muscle disorders; bone diseases; genetic factors
Inborn Errors of Metabolism,Disease,"neurological deterioration, organ dysfunction, seizures, failure to thrive, developmental delay, metabolic crises",Medium,enzyme deficiencies; genetic mutations; metabolic pathway defects
Pulmonary Arterial Hypertension,Disease,"shortness of breath, dizziness, syncope, fatigue, palpitations, chest pain",High,unknown primary; connective tissue diseases; congenital heart disease; liver disease
Otolaryngological Disorders,Disease,"nasal symptoms, ear pain, tinnitus, vertigo, balance issues, speech problems, hearing problems",Medium,infections; trauma; congenital abnormalities; aging processes
Geriatric Disorders,Disease,"cognitive decline, falls, multiple comorbidities, polypharmacy effects, incontinence, frailty, social isolation",Low,aging processes; cumulative damage; multiple chronic conditions; lifestyle factors
Allergic Rhinitis,Disease,"sneezing, postnasal drip, runny nose, itchy nose",Medium,pollen; dust mites; pet dander; mold; environmental allergens
Gastrointestinal Disorders,Disease,"weight changes, nausea, abdominal pain, vomiting",Low,infections; inflammation; motility disorders; malabsorption; tumors
Inflammatory Disorders,Disease,"heat, inflammation, pain, swelling",Low,immune responses; infections; autoimmune reactions; environmental triggers
Mansonellosis,Parasite,"joint pain, fever, edema, eosinophilia, chronic symptoms, rash, headache",Medium,Mansonella species; biting midges; blackfly bites; endemic areas
Mitochondrial Diseases,Disease,"gastrointestinal problems, muscle weakness, neurological symptoms, vision/hearing loss, cardiac involvement, fatigue",Medium,mitochondrial DNA mutations; nuclear DNA mutations; energy metabolism defects
Acne,Disease,"blackheads, pimples, whiteheads, scarring",Medium,hormonal changes; excess sebum; clogged pores; bacterial infection
Urological Disorders,Disease,"dysuria, incontinence, urinary frequency, retention, hematuria",Low,infections; stones; obstruction; neurological disorders; prostate problems
Atrial Fibrillation,Disease,"dizziness, fatigue, palpitations, chest pain, shortness of breath, irregular heartbeat, fainting",Medium,hypertension; heart disease; thyroid problems; sleep apnea; alcohol
Bronchitis,Disease,"fever, mucus production, cough, fatigue, wheezing, shortness of breath",Low,viral infection; bacterial infection; smoking; air pollution; allergies
Hodgkin's Lymphoma,Disease,"fever, night sweats, enlarged lymph nodes, fatigue, itching, alcohol-induced pain",High,Reed-Sternberg cells; EBV association; genetic factors; immune suppression
Latex Allergy,Disease,"runny nose, hives, watery eyes, skin rash, itching, anaphylaxis, difficulty breathing",Medium,immune response to latex proteins; repeated exposure; cross-reactivity with foods; genetic predisposition
Chickenpox,Virus,"fever, itching, mild cough, rash, loss of appetite",Medium,Varicella-zoster virus; airborne transmission; direct contact
Unspecified Insomnia Disorder,Disorder,"diagnostic uncertainty, insufficient information, sleep disturbance, insomnia symptoms",Low,unknown; multiple possible factors; awaiting further evaluation
Trichuriasis,Parasite,"growth retardation, bloody stools, abdominal pain, diarrhea, anemia",Medium,Trichuris trichiura; fecal-oral transmission; contaminated soil; poor sanitation
Onchocerciasis,Parasite,"skin rash, itching, vision loss, skin depigmentation, nodules, lymphadenopathy",Low,Onchocerca volvulus; blackfly bites; river blindness; endemic areas
Ophthalmological Disorders,Disease,"field defects, discharge, visual disturbances, eye redness, eye pain, light sensitivity, vision problems",High,refractive errors; degenerative diseases; infections; trauma
Periodontal Disease,Disease,"pain when chewing, loose teeth, receding gums, sensitive teeth, bad breath, swollen gums, bleeding gums",Medium,poor oral hygiene; plaque buildup; smoking; diabetes; medications; genetic factors
Croup,Virus,"barking cough, hoarse voice, restlessness, stridor",Low,parainfluenza virus; respiratory syncytial virus; influenza virus
Iron Deficiency Anemia,Disease,"weakness, dizziness, pale skin, brittle nails, fatigue, cold hands/feet, shortness of breath",Low,inadequate iron intake; blood loss; poor absorption; pregnancy; heavy menstruation
Ankylosing Spondylitis,Disease,"reduced spinal mobility, fatigue, back pain, enthesitis, inflammatory bowel disease, uveitis, stiffness",Medium,genetic factors; HLA-B27 association; autoimmune response; environmental triggers
Tetanus,Bacteria,"muscle stiffness, difficulty swallowing, fever, lockjaw",High,Clostridium tetani; wound contamination; rusty nails; deep cuts
Circadian Rhythm Sleep-Wake Disorders,Disorder,"misaligned sleep timing, advanced sleep phase, jet lag, insomnia, shift work sleep disorder, excessive sleepiness",Medium,travel across time zones; shift work; genetic factors; blindness; neurological conditions
Strongyloidiasis,Parasite,"rash, weight loss, diarrhea, hyperinfection syndrome, abdominal pain",High,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Salmonella Infection,Bacteria,"vomiting, abdominal cramps, diarrhea, blood in stool, nausea, fever",High,Salmonella bacteria; contaminated food; undercooked poultry; raw eggs
Renal Cell Carcinoma,Disease,"weight loss, flank pain, fever, hypertension, varicocele, fatigue, blood in urine",Medium,renal tubular cell malignancy; smoking; obesity; genetic syndromes
Multifactorial Disorders,Disease,"environmental influences, variable presentation, variable severity, genetic predisposition",Low,gene-environment interactions; multiple genetic factors; environmental exposures
Dental Caries,Disease,"tooth pain, sensitivity to hot/cold, visible holes in teeth, fever, difficulty chewing, bad breath, swelling",Low,bacterial infection; sugar consumption; poor oral hygiene; dry mouth; acidic foods
Celiac Disease,Disease,"weight loss, fatigue, abdominal pain, diarrhea, bloating, bone problems",Medium,immune response to gluten; genetic factors; environmental triggers; intestinal permeability
Stroke,Disease,"dizziness, severe headache, sudden numbness, confusion, vision problems, trouble speaking, difficulty walking",High,ischemic stroke; hemorrhagic stroke; atherosclerosis; hypertension; atrial fibrillation
Benign Sleep Myoclonus of Infancy,Disorder,"resolves spontaneously, brief movements, infancy, myoclonic jerks, during sleep",Low,normal developmental phenomenon; immaturity of nervous system
Amebiasis,Parasite,"bloody stools, fever, diarrhea, abdominal pain",High,Entamoeba histolytica; contaminated water/food; poor sanitation; fecal-oral transmission
Paragonimiasis,Parasite,"dyspnea, abdominal pain, cough, fever, hemoptysis, chest pain, eosinophilia",Low,Paragonimus species; undercooked crustaceans; contaminated water; zoonotic transmission
Cataracts,Disease,"double vision, frequent prescription changes, blurred vision, faded colors, cloudy vision, glare sensitivity",Medium,aging; UV exposure; diabetes; smoking; steroid use; eye injury
Kawasaki Disease,Disease,"rash, red lips/tongue, peeling skin, red eyes, fever, swollen lymph nodes, swollen hands/feet",High,unknown; immune system response; possible viral trigger; genetic predisposition
Dental Caries,Disease,"difficulty chewing, sensitivity to hot/cold, bad breath, swelling, visible holes in teeth, tooth pain",Medium,bacterial infection; sugar consumption; poor oral hygiene; dry mouth; acidic foods
Ehlers-Danlos Syndrome,Disease,"fatigue, skin hyperelasticity, joint hypermobility, easy bruising",Low,genetic mutations; collagen defects; various inheritance patterns
Vascular Disorders,Disease,"pain, ischemia, circulatory problems, swelling, organ dysfunction, hemorrhage",Medium,vascular abnormalities; atherosclerosis; hypertension; genetic factors
Thalassemia,Disease,"bone deformities, fatigue, growth retardation, shortness of breath, pale skin, organ damage",Low,genetic mutations; hemoglobin synthesis defects; autosomal recessive inheritance
Psychological Factors Affecting Medical Condition,Disorder,"emotional distress, excessive symptoms, non-adherence, behavioral problems, worsening of medical condition",Low,stress; depression; anxiety; coping difficulties; relationship problems
Hookworm Infection,Parasite,"abdominal pain, edema, anemia, fatigue, diarrhea",Low,Ancylostoma duodenale; Necator americanus; skin penetration; contaminated soil
Musculoskeletal Disorders,Disease,"functional impairment, reduced mobility, deformity, stiffness, pain, inflammation",Medium,joint/cartilage problems; muscle disorders; bone diseases; genetic factors
Zika Virus,Virus,"conjunctivitis, rash, headache, fever, joint pain, fatigue",Low,Zika virus; Aedes mosquito bites; sexual transmission; vertical transmission
Somatic Symptom Disorder,Disorder,"physical symptoms, excessive concern, health anxiety, functional impairment",Low,psychological factors; stress; trauma; reinforcement of symptoms
Alzheimer's Disease,Disease,"difficulty with familiar tasks, confusion, memory loss, poor judgment, mood changes",High,genetic factors; age; family history; head trauma; cardiovascular disease
Syphilis,Bacteria,"fever, rash, fatigue, chancre sore",High,Treponema pallidum; sexual contact; congenital transmission
Ancylostomiasis,Parasite,"abdominal pain, fatigue, anemia, diarrhea",Medium,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Hypersomnolence Disorder,Disorder,"excessive sleepiness, automatic behaviors, difficulty awakening, sleep inertia, prolonged sleep duration, cognitive impairment",Medium,idiopathic; neurological conditions; medications; environmental factors; circadian factors
Psychological Factors Affecting Medical Condition,Disorder,"worsening of medical condition, interpersonal issues, non-adherence, emotional distress, excessive symptoms, behavioral problems",Medium,stress; depression; anxiety; coping difficulties; relationship problems
Central Sleep Apnea Syndromes,Disorder,"oxygen desaturation, breathing pauses, cognitive impairment, arousals",Medium,heart failure; stroke; neurological disorders; opioid use; high altitude
Depression,Disorder,"feelings of worthlessness, persistent sadness, loss of interest, sleep disturbances, fatigue",Low,genetic factors; brain chemistry; stress; trauma; medical conditions; substance abuse
Hookworm Infection,Parasite,"fatigue, edema, protein deficiency, abdominal pain, diarrhea",Low,Ancylostoma duodenale; Necator americanus; skin penetration; contaminated soil
Other Specified Sleep-Wake Disorder,Disorder,"sleep-wake disturbance, specific presentation, daytime impairment, context-specific, not fitting other categories, sleep disturbance",Low,various; medical conditions; medications; environmental factors
Obsessive-Compulsive Disorder,Disorder,"distress, compulsive behaviors, interference with daily life, anxiety, time-consuming rituals, obsessive thoughts",Low,genetic factors; brain chemistry; learned behavior; stress; trauma
