Disease Name,Category,Symptoms,Severity,Causes
Strep Throat,Bacteria,sore throat; dipylidiasis; rash; fever; white patches on tonsils; plantar fasciitis; difficulty swallowing,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Mumps,Virus,headache; fever; muscle pain; thrombocytosis; fatigue; swollen salivary glands; toxoplasmosis; loss of appetite; acromegaly,Medium,Mumps virus; Airborne transmission; Saliva contact
Chickenpox,Virus,blisters; fatigue; pneumothorax; itching; fever; loss of appetite; gigantorhynchus; rash; lymphedema,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Dengue,Virus,severe headache; myocarditis; numbness; pain behind eyes; muscle pain; bleeding; joint pain; high fever,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Restless Legs Syndrome,Disorder,uncomfortable sensations; urge to move legs; worse at night; endocarditis; daytime fatigue; sleep disturbances; difficulty concentrating,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Depression,Disease,difficulty concentrating; appetite changes; persistent sadness; sleep changes; loss of interest; fatigue,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Parkinson's Disease,Disease,tremor; bradykinesia; speech changes; difficulty walking; postural instability; hyperthyroidism,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Salmonella,Bacteria,diarrhea; hemophilia; nausea; fever; abdominal cramps; headache,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Leprosy,Bacteria,dilated cardiomyopathy; skin lesions; muscle weakness; eye problems; numbness; chronic nasal congestion; enlarged nerves,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Botulism,Bacteria,blurred vision; muscle weakness; drooping eyelids; difficulty swallowing; double vision; slurred speech; elephantiasis,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Rubella,Virus,loss of appetite; rash; encephalitis; fever; swollen lymph nodes; headache; bertiella; joint pain; runny nose,Medium,Rubella virus; Airborne transmission; Congenital transmission
Post-Traumatic Stress Disorder,Disorder,nightmares; bronchitis; irritability; emotional numbness; hypervigilance; flashbacks; metagonimiasis,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Tuberculosis,Bacteria,chest pain; persistent cough; coughing up blood; weight loss; hookworm; fatigue; swelling in legs; night sweats,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Pertussis,Bacteria,severe cough; mesocestoidosis; fever; vomiting after cough; fatigue; runny nose; trichuriasis,High,Bordetella pertussis; Airborne transmission; Close contact
HIV/AIDS,Virus,chills; burning sensation; fatigue; persistent cough; weight loss; night sweats; fever,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Osteoarthritis,Disease,joint stiffness; joint swelling; muscle weakness; joint pain; crepitus; reduced range of motion; dementia,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Hypertension,Disease,headache; shortness of breath; nosebleeds; dizziness; giardiasis; chest pain,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Dyscalculia,Disorder,math difficulties; memory issues with numbers; gangrene; myocarditis; difficulty understanding math concepts; diphyllobothriasis; calculation errors; poor spatial reasoning,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Syphilis,Bacteria,fever; glomerulonephritis; chancre sore; anoplocephaliasis; joint pain; rash; hair loss; neurological symptoms,High,Treponema pallidum; Sexual transmission; Congenital transmission
Urinary Tract Infection,Bacteria,pelvic pain; raillietina; frequent urination; fever; nephrotic syndrome; strong urine odor; cloudy urine,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Chronic Obstructive Pulmonary Disease,Disease,dipylidiasis; memory problems; frequent respiratory infections; chronic cough; chest tightness; fatigue; WPW syndrome; shortness of breath; wheezing,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Hepatitis B,Virus,abdominal pain; fatigue; loss of appetite; nausea; dark urine; sensitivity to touch,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Schizophrenia,Disorder,hallucinations; emotional flatness; thrombocytosis; myopathy; delusions; cognitive difficulties; disorganized thinking,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Autism Spectrum Disorder,Disorder,repetitive behaviors; social communication difficulties; delayed language development; restricted interests; sensory sensitivities; transplant,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Gonorrhea,Bacteria,rectal pain; painful urination; testicular pain; hirsutism; abnormal discharge; pelvic pain; lymphedema,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Asthma,Disease,chest tightness; edema; shortness of breath; fatigue; coughing; difficulty sleeping; wheezing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Leprosy,Bacteria,neck pain; eye problems; clonorchiasis; muscle weakness; enlarged nerves; chronic nasal congestion; numbness,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Hepatitis C,Virus,loss of appetite; fatigue; nausea; jaundice; joint pain; hymenolepiasis,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Coronary Artery Disease,Disease,shortness of breath; dizziness; nausea; fatigue; chest pain; sweating,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Tuberculosis,Bacteria,edema; weight loss; back pain; night sweats; fever; persistent cough; fatigue; chest pain,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Multiple Sclerosis,Disease,spirometra; fatigue; cryptosporidiosis; weakness; bladder problems; dizziness; numbness; difficulty walking,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Norovirus,Virus,fever; andrya; headache; skin rash; diarrhea; stomach cramps; vomiting; nausea,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Sickle Cell Anemia,Disorder,fatigue; shortness of breath; frequent infections; delayed growth; pain crises; jaundice; hemorrhoids,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
COVID-19,Virus,body aches; pleurisy; loss of taste/smell; cough; fatigue; fever; shortness of breath,High,SARS-CoV-2 virus; Respiratory transmission; Close contact
Osteoarthritis,Disease,joint pain; joint swelling; crepitus; joint stiffness; sound sensitivity; reduced range of motion,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Zika Virus,Virus,headache; COPD; joint pain; muscle pain; thysaniezia; rash; fever; conjunctivitis,Medium,Zika virus; Mosquito transmission; Sexual transmission
Hepatitis C,Virus,fasciolopsiasis; hemoptysis; bundle branch block; abdominal pain; loss of appetite; joint pain; nausea; fatigue; jaundice,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Hepatitis C,Virus,loss of appetite; shin splints; joint pain; nausea; abdominal pain; sensitivity to touch; fatigue; jaundice,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Diabetes Type 2,Disease,increased thirst; slow-healing sores; multiple sclerosis; blurred vision; fatigue; macracanthorhynchus; toxoplasmosis; frequent urination; increased hunger,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Syphilis,Bacteria,filariasis; neurological symptoms; hair loss; fatigue; rash; fever; chancre sore,High,Treponema pallidum; Sexual transmission; Congenital transmission
Diabetes Type 2,Disease,slow-healing sores; increased thirst; cystitis; blurred vision; increased hunger; frequent urination; fatigue; frequent infections,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Osteoarthritis,Disease,muscle weakness; joint swelling; crepitus; joint pain; reduced range of motion; MCL tear; joint stiffness,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Tuberculosis,Bacteria,persistent cough; fatigue; night sweats; schistosomiasis; DIC; fever; weight loss; gout; chest pain,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Dengue,Virus,ARDS; high fever; joint pain; metabolic acidosis; muscle pain; pain behind eyes; rash; bleeding,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Lyme Disease,Bacteria,muscle pain; fever; bulls-eye rash; headache; swollen lymph nodes; fatigue; prosthenorchis,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Osteoarthritis,Disease,crepitus; joint stiffness; joint swelling; fractures; reduced range of motion; muscle weakness; joint pain,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Rheumatoid Arthritis,Disease,fever; joint pain; fatigue; compartment syndrome; joint swelling; weight loss; Achilles tendon rupture,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Post-Traumatic Stress Disorder,Disorder,avoidance; asthma; irritability; emotional numbness; hypervigilance; dizziness; brain abscess; flashbacks,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Dyscalculia,Disorder,math difficulties;  paragonimiasis; memory issues with numbers; difficulty understanding math concepts; number sense problems; poor spatial reasoning; melena,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Asthma,Disease,fatigue; coughing; shortness of breath; hydrocephalus; chest tightness; difficulty sleeping,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Bipolar Disorder,Disorder,trypanosomiasis; sleep disturbances; irritability; mania; mood swings; depression; impulsivity,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Sickle Cell Anemia,Disorder,shortness of breath; light sensitivity; frequent infections; fatigue; delayed growth; pain crises; jaundice,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Influenza,Virus,body aches; fever; uremia; fatigue; cough; hypoglycemia; sore throat; leukocytosis,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Mumps,Virus,fever; numbness; loss of appetite; fatigue; muscle pain; swollen salivary glands,Medium,Mumps virus; Airborne transmission; Saliva contact
Chlamydia,Bacteria,heart block; rectal pain; painful urination; sore throat; clonorchiasis; abnormal discharge,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Pneumonia,Bacteria,chills; shortness of breath; prostatitis; cough; hot flashes; nausea; chest pain; arm pain; fever,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
Pertussis,Bacteria,vomiting after cough; smell changes; runny nose; fever; whooping sound; severe cough; headache,High,Bordetella pertussis; Airborne transmission; Close contact
Schizophrenia,Disorder,andrya; hallucinations; negative symptoms; delusions; bleeding gums; disorganized thinking; cognitive difficulties; emotional flatness,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Asthma,Disease,difficulty sleeping; shortness of breath; coughing; chest tightness; wheezing; fatigue; gigantorhynchus,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Pneumonia,Bacteria,cough; shortness of breath; fatigue; fever; chills; skin rash; chest pain; nausea,High,"Bacterial infection (Streptococcus, etc.); Viral infection; Fungal infection; Aspiration"
Chronic Fatigue Syndrome,Disorder,cognitive issues; linstowia; severe fatigue; sleep problems; nausea; post-exertional malaise; septic arthritis; sore throat; pain,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Common Cold,Virus,cough; fatigue; sneezing; sore throat; runny nose; mild fever; shin splints,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Epilepsy,Disease,confusion; convulsions; loss of consciousness; bursitis; fatigue; seizures; headache; immune deficiency,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Hypertension,Disease,shortness of breath; headache; chest pain; dizziness; nosebleeds; blurred vision,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Asthma,Disease,echinococcosis; confusion; tooth pain; shortness of breath; chest tightness; fatigue; wheezing; coughing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Epilepsy,Disease,loss of consciousness; dementia; seizures; hydrocephalus; irregular heartbeat; fatigue; headache,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Pertussis,Bacteria,vomiting after cough; severe cough; runny nose; cushing syndrome; fatigue; whooping sound; bronchitis,High,Bordetella pertussis; Airborne transmission; Close contact
Osteoarthritis,Disease,joint pain; muscle weakness; joint stiffness; joint swelling; venous insufficiency; crepitus,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Chickenpox,Virus,fatigue; blisters; schistosomiasis; itching; loss of appetite; epistaxis; fever; rash,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Chickenpox,Virus,blisters; arm pain; fatigue; gangrene; rash; fever; loss of appetite; itching,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Chronic Obstructive Pulmonary Disease,Disease,chronic cough; macracanthorhynchus; wheezing; frequent respiratory infections; chest tightness; COPD; shortness of breath,High,Smoking; Air pollution; Genetic factors; Occupational exposure; Respiratory infections
Coronary Artery Disease,Disease,nausea; purpura; alveococcus; leukocytosis; chest pain; dizziness; shortness of breath; sweating; fatigue,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
E. coli Infection,Bacteria,severe diarrhea; thrombosis; fever; fatigue; bloody diarrhea; vomiting; chest pain,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Attention Deficit Hyperactivity Disorder,Disorder,inattention; hyperactivity; echinostomiasis; impulsivity; forgetfulness; difficulty following instructions,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Syphilis,Bacteria,hair loss; chancre sore; neurological symptoms; long QT syndrome; rash; joint pain; fatigue,High,Treponema pallidum; Sexual transmission; Congenital transmission
Sleep Apnea,Disorder,irritability; dry mouth; oncicola; morning headaches; loud snoring; difficulty concentrating; daytime sleepiness; deep vein thrombosis,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Autism Spectrum Disorder,Disorder,strongyloidiasis; sensory sensitivities; repetitive behaviors; delayed language development; restricted interests; social communication difficulties,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Salmonella,Bacteria,schistosomiasis; fasciolopsiasis; diarrhea; fever; vomiting; abdominal cramps; nausea; davainea,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Ebola,Virus,fever; hearing loss; vomiting; diarrhea; weakness; severe headache; muscle pain; hemorrhage; plantar fasciitis,High,Ebola virus; Contact with infected body fluids; Animal transmission
Rheumatoid Arthritis,Disease,weight loss; joint stiffness; hookworm; jaw pain; joint swelling; fever,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Norovirus,Virus,diarrhea; fever; vomiting; stomach cramps; headache; pleural effusion; nausea,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Rheumatoid Arthritis,Disease,TIA; cystitis; fever; joint pain; weight loss; fatigue; joint stiffness; joint swelling,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Rubella,Virus,rash; runny nose; headache; joint pain; congenital heart disease; fever; swollen lymph nodes,Medium,Rubella virus; Airborne transmission; Congenital transmission
Measles,Virus,rash; runny nose; red eyes; white spots in mouth; fever; numbness,High,Measles virus; Airborne transmission; Unvaccinated exposure
Parkinson's Disease,Disease,rhabdomyolysis; tremor; stiffness; growth hormone deficiency; speech changes; bradykinesia; skrjabinia; postural instability; difficulty walking,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Strep Throat,Bacteria,rash; swollen lymph nodes; difficulty swallowing; white patches on tonsils; fever; brugada syndrome,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Pertussis,Bacteria,severe cough; hymenolepiasis; vomiting after cough; whooping sound; runny nose; fatigue,High,Bordetella pertussis; Airborne transmission; Close contact
Attention Deficit Hyperactivity Disorder,Disorder,forgetfulness; ACL tear; disorganization; difficulty following instructions; inattention; impulsivity; hyperactivity,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Chickenpox,Virus,fatigue; encephalopathy; blisters; fever; itching; loss of appetite; rash,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Sickle Cell Anemia,Disorder,shortness of breath; fatigue; pain crises; moniezia; delayed growth; hepatitis,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Tourette Syndrome,Disorder,attention difficulties; obsessive behaviors; hookworm; vocal tics; motor tics; involuntary sounds; involuntary movements; itching,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Hepatitis C,Virus,loss of appetite; echinococcus; jaundice; ascites; nausea; joint pain; abdominal pain; fatigue,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Hepatitis C,Virus,hydrocele; abdominal pain; thalassemia; jaundice; nausea; fatigue; loss of appetite; joint pain,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Obsessive-Compulsive Disorder,Disorder,compulsions; dilated cardiomyopathy; interference with daily life; varicose veins; electrolyte imbalances; distress; obsessions; time-consuming rituals; anxiety,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Osteoarthritis,Disease,crepitus; joint swelling; reduced range of motion; confusion; muscle weakness; encephalopathy; infertility; joint pain; joint stiffness,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Rheumatoid Arthritis,Disease,fever; joint stiffness; joint pain; weight loss; moniliformis; strongyloidiasis,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Syphilis,Bacteria,fatigue; fever; jaundice; hair loss; joint pain; chancre sore; rash; thyroid problems; neurological symptoms; hemothorax,High,Treponema pallidum; Sexual transmission; Congenital transmission
Common Cold,Virus,mild fever; sneezing; cough; fatigue; runny nose; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Anthrax,Bacteria,fever; peripheral artery disease; skin ulcers; fatigue; vomiting; nausea; shortness of breath,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Diabetes Type 1,Disease,osteomyelitis; slow-healing sores; fatigue; extreme hunger; frequent infections; davainea; frequent urination; increased thirst,High,Autoimmune destruction of insulin-producing cells; Genetic predisposition; Environmental triggers
Obsessive-Compulsive Disorder,Disorder,interference with daily life; compulsions; anxiety; time-consuming rituals; distress; obsessions; autoimmune diseases,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Leprosy,Bacteria,eye problems; skin lesions; numbness; enlarged nerves; weight gain; macracanthorhynchus; chronic nasal congestion,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Autism Spectrum Disorder,Disorder,repetitive behaviors; sensory sensitivities; diphyllobothrium; restricted interests; delayed language development,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Multiple Sclerosis,Disease,numbness; fatigue; weakness; difficulty walking; bladder problems; jaundice; vision problems,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Chronic Fatigue Syndrome,Disorder,severe fatigue; sleep problems; sore throat; post-exertional malaise; necrosis; cognitive issues; pain,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Botulism,Bacteria,constipation; difficulty swallowing; drooping eyelids; muscle weakness; slurred speech; double vision,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Chronic Fatigue Syndrome,Disorder,severe fatigue; pain; tingling; sleep problems; post-exertional malaise; sore throat; parkinsonism; cognitive issues,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Tetanus,Bacteria,hair loss; gigantorhynchus; lockjaw; hernias; muscle spasms; difficulty swallowing; muscle stiffness; fever,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
Restless Legs Syndrome,Disorder,difficulty concentrating; uncomfortable sensations; daytime fatigue; worse at night; sleep disturbances; lymphedema; urge to move legs,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Rheumatoid Arthritis,Disease,fever; cryptosporidiosis; sensitivity to touch; weight loss; joint pain; fatigue; joint stiffness; joint swelling,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Restless Legs Syndrome,Disorder,hemothorax; worse at night; urge to move legs; sleep disturbances; cirrhosis; daytime fatigue; uncomfortable sensations,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Botulism,Bacteria,Buerger disease; double vision; drooping eyelids; difficulty swallowing; muscle weakness; blurred vision; bursitis; slurred speech,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Rubella,Virus,headache; swollen lymph nodes; fever; joint pain; pancreatitis; runny nose,Medium,Rubella virus; Airborne transmission; Congenital transmission
Sickle Cell Anemia,Disorder,shortness of breath; thrombocytosis; jaundice; fatigue; delayed growth; frequent infections,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Parkinson's Disease,Disease,stiffness; TIA; tremor; bradykinesia; postural instability; difficulty walking; amenorrhea,High,Genetic factors; Age; Environmental toxins; Head trauma; Vascular disease
Ebola,Virus,diarrhea; vomiting; angiostrongyliasis; severe headache; weakness; ACL tear; muscle pain; hemorrhage,High,Ebola virus; Contact with infected body fluids; Animal transmission
Epilepsy,Disease,loss of consciousness; convulsions; confusion; angiostrongyliasis; fatigue; seizures,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Salmonella,Bacteria,abdominal cramps; nausea; headache; malaria; diarrhea; fever; vomiting; cystitis,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Tourette Syndrome,Disorder,vocal tics; involuntary sounds; motor tics; involuntary movements; thysanosoma; pleural effusion; attention difficulties; obsessive behaviors,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Post-Traumatic Stress Disorder,Disorder,hypervigilance; weight gain; irritability; avoidance; nightmares; flashbacks,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Strep Throat,Bacteria,white patches on tonsils; difficulty swallowing; rash; fever; swollen lymph nodes; sore throat,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
COVID-19,Virus,fatigue; loss of taste/smell; shortness of breath; prostatitis; fever; cough; body aches,High,SARS-CoV-2 virus; Respiratory transmission; Close contact
Asthma,Disease,difficulty sleeping; hookworm; fatigue; coughing; shortness of breath; chest tightness; hemorrhoids; wheezing,Medium,Genetic factors; Allergens; Air pollution; Respiratory infections; Exercise; Stress
Leprosy,Bacteria,brain death; muscle weakness; numbness; enlarged nerves; eye problems; chronic nasal congestion,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Rheumatoid Arthritis,Disease,cushing syndrome; joint swelling; fever; weight loss; encephalopathy; joint stiffness; fatigue; joint pain,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Dyscalculia,Disorder,memory issues with numbers; poor spatial reasoning; calculation errors; dilated cardiomyopathy; number sense problems; leukopenia; math difficulties,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Sleep Apnea,Disorder,morning headaches; osteoporosis; loud snoring; dry mouth; irritability; difficulty concentrating; fascioliasis,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Schizophrenia,Disorder,cognitive difficulties; negative symptoms; strains; disorganized thinking; delusions; hallucinations; emotional flatness,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Ebola,Virus,weakness; hemothorax; hemorrhage; fever; vomiting; severe headache; goiter; diarrhea,High,Ebola virus; Contact with infected body fluids; Animal transmission
Attention Deficit Hyperactivity Disorder,Disorder,impulsivity; inattention; lymphedema; diphyllobothrium; hyperactivity; disorganization; forgetfulness,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Common Cold,Virus,fatigue; runny nose; frequent thirst; sore throat; delirium; mild fever; cough,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Obsessive-Compulsive Disorder,Disorder,interference with daily life; erectile dysfunction; time-consuming rituals; obsessions; anxiety; compulsions; distress,Medium,Genetic factors; Brain chemistry; Learning experiences; Stress; Trauma; Infections
Norovirus,Virus,bruising easily; vomiting; heterophyiasis; headache; fever; nausea; stomach cramps,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Bipolar Disorder,Disorder,insomnia; impulsivity; depression; mood swings; numbness; mania; irritability; sleep disturbances; tremors,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Leprosy,Bacteria,numbness; pericardial effusion; chronic nasal congestion; enlarged nerves; skin lesions; muscle weakness; eye problems,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Schizophrenia,Disorder,cognitive difficulties; avascular necrosis; emotional flatness; negative symptoms; hallucinations; disorganized thinking; burning sensation,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Hypertension,Disease,shortness of breath; dizziness; blurred vision; chest pain; epilepsy; headache,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Post-Traumatic Stress Disorder,Disorder,hypervigilance; echinococcosis; emotional numbness; flashbacks; nightmares; irritability; avoidance; hemorrhoids,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Mumps,Virus,fatigue; electrolyte imbalances; fever; loss of appetite; epistaxis; muscle pain; atelectasis,Medium,Mumps virus; Airborne transmission; Saliva contact
Common Cold,Virus,abscess; granulosus; runny nose; sneezing; fatigue; cough; sore throat,Low,Rhinovirus infection; Multiple viral strains; Airborne or contact transmission
Chronic Fatigue Syndrome,Disorder,cognitive issues; sore throat; sleep problems; COPD; pain; severe fatigue,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Bipolar Disorder,Disorder,sleep disturbances; mania; depression; impulsivity; pyelonephritis; irritability,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Migraine,Disease,severe headache; sensitivity to light; guillain-barre syndrome; aura; nausea; vomiting,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Anthrax,Bacteria,diabetes insipidus; chest pain; vomiting; fever; nausea; shortness of breath; skin ulcers,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Tetanus,Bacteria,fever; muscle spasms; neck pain; difficulty swallowing; lockjaw; sweating,High,Clostridium tetani; Wound contamination; Soil exposure; Rust exposure
Urinary Tract Infection,Bacteria,burning sensation; cloudy urine; strong urine odor; pelvic pain; WPW syndrome; frequent urination; fever,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Mumps,Virus,muscle pain; headache; loss of appetite; shock; fatigue; fever,Medium,Mumps virus; Airborne transmission; Saliva contact
Influenza,Virus,sore throat; headache; body aches; long QT syndrome; cough; fatigue,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Influenza,Virus,fatigue; body aches; headache; sore throat; Raynaud phenomenon; fever; cough,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Urinary Tract Infection,Bacteria,cloudy urine; burning sensation; echinococcus; fever; frequent urination; strong urine odor; pelvic pain; mesocestoidosis; muscular dystrophy,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Chronic Fatigue Syndrome,Disorder,guillain-barre syndrome; severe fatigue; gigantorhynchus; sleep problems; post-exertional malaise; cognitive issues; seizures,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Chlamydia,Bacteria,pelvic pain; testicular pain; swelling in legs; sore throat; rectal pain; abnormal discharge,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
Norovirus,Virus,nausea; stomach cramps; fever; diarrhea; vomiting; insomnia,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
